ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,JobTitle,StartDate,EndDate,IsUntilFurtherNotice,PayerName,PayerIsPrivateIndividual,IsPaidAsDirectorOfPayer,PayerNatureOfBusiness,PayerPublicAddress,HasSoughtAcobaAdvice,Link,Updated_2,Updated_3,Updated_4,Updated_5,Updated_6,Updated_7,source_file,PaymentReceived,ReceivedDate,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,RegularityOfPayment,PeriodForHoursWorked,DonationSource,AcceptedDate,ReceivedEndDate,IsSoleBeneficiary,DonorName,DonorPublicAddress,DonorStatus,DonorCompanyName,DonorCompanyUrl,DonorCompanyIdentifier,DonorCompanyIdentifierSource,DonorTrustDetails,DonorOtherDetails,Appg,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,VisitLocations_Country_2,VisitLocations_Destination_2,VisitLocations_Country_3,VisitLocations_Destination_3,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5,IsSoleOwner,Location,PropertyDescription,PropertyOwnerDetails,RentalIncomeDetails,RentalIncomeStartDate,RentalIncomeEndDate,NumberOfProperties,IsLand,IsAnyRentalIncomePaidToAnotherPerson,Country,LandUse,PropertyType,ShareholdingThreshold,RegistrableDate,OrganisationName,OrganisationDescription,HeldOnBehalfOf,ManagedBy,AroseOn,Description,MiscellaneousInterestType,Year
10373,USDAW - £680.00,,04/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5306,Claire Hazelgrove,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10373,,,,,,,PublishedInterest-Category_2.csv,,,InKind,use of small office space during the General Election campaign,680,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,USDAW,"Head Office, Voyager Building, 2 Furness Quay, Salford Quays, Manchester M50 3XZ",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9512,"Muhammed Juneid Ibrahim - £5,000.00",,02/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5120,Shockat Adam,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9512,,,,,,,PublishedInterest-Category_2.csv,,28/05/2024,Cash,,5000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),28/05/2024,,TRUE,Muhammed Juneid Ibrahim,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9670,James Moore - £200.00,,02/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5070,Lisa Smart,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9670,,,,,,,PublishedInterest-Category_2.csv,,,Cash,For the General Election Campaign,200,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,James Moore,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9678,"Melissa Johnson - £20,000.00",,02/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5070,Lisa Smart,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9678,,,,,,,PublishedInterest-Category_2.csv,,,Cash,For the General Elelction Campaign,20000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Melissa Johnson,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9081,"Political Lobbying & Media Relations Ltd - £2,355.00",,01/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5156,Jess Asato,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9081,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,2355,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Political Lobbying & Media Relations Ltd,"75 Westow Hill, London SE19 1TX",Company,Political Lobbying & Media Relations Ltd,,5723942,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9026,"Matthew Taylor - £5,000.00",,01/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5032,Tom Gordon,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9026,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Matthew Taylor,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9051,"Howard Marshall - £3,000.00",,01/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5032,Tom Gordon,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9051,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,3000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Howard Marshall,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9083,"USDAW - £2,000.00",,01/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5331,Rosie Wrighting,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9083,,,,,,,PublishedInterest-Category_2.csv,,,Cash,for my general election campaign,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,USDAW,"Voyager Building 2 Furness Quay Salford, Manchester M50 3XZ",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8409,"LCID - £2,000.00",,02/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5260,Katie White,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8409,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,LCID,"C/O The Labour Party, 20 Rushworth Street, London
SE1 0SS",Unincorporated association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8963,"Frank Julian Brookes - £1,000.00",,01/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5325,Charlie Maynard,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8963,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,1000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Frank Julian Brookes,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8974,"BCL Group Ltd - £5,000.00",,01/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,4253,Seema Malhotra,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8974,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,BCL Group Ltd,"Unit 9, Hounslow Business Park, Alice Way, Hounslow TW3 3UD",Company,BCL Group Ltd,,10973836,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8445,"Alison Wedgwood - £2,000.00",,04/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5334,Dr Allison Gardner,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8445,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Alison Wedgwood,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8638,"David Henderson - £2,500.00",,31/07/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5339,Danny Beales,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8638,,,,,,,PublishedInterest-Category_2.csv,,11/04/2024,Cash,,2500,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),11/04/2024,,TRUE,David Henderson,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8888,"The Communication Workers Union - £3,000.00",,04/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5036,Jodie Gosling,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8888,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,3000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,The Communication Workers Union,"50 The Broadway, Wimbledon SW19 1RX",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8737,"Community Union - £5,000.00",,04/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5097,Mr Bayo Alaba,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8737,,,,,,,PublishedInterest-Category_2.csv,,,Cash,to support my campaign,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Community Union,"465c Caledonian Road, London N7 9GX",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8926,"GMB - £2,000.00",,01/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5048,Antonia Bance,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8926,,,,,,,PublishedInterest-Category_2.csv,,,Cash,contribution to the costs of the general election campaign,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,GMB,"542 Woodborough Road, Mapperley, Nottingham NG3 5FJ",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10050,"Anthony E Endfield - £2,000.00",,04/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,4778,Greg Smith,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10050,,,,,,,PublishedInterest-Category_2.csv,,,Cash,for my fighting fund,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Anthony E Endfield,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9994,"Annette Noskwith - £11,000.00",,04/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5207,Clive Jones,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9994,,,,,,,PublishedInterest-Category_2.csv,,,Cash,"(The donation was made to the national party, so other MPs may have benefited as other parts of the party may also have benefitted)",11000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,FALSE,Annette Noskwith,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7369,"GMB Union - £7,000.00",,04/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5215,Naushabah Khan,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7369,,,,,,,PublishedInterest-Category_2.csv,,,Cash,to support my general election campaign,7000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,GMB Union,"GMB Southern Region, Cooper House, 205 Hook Rd, Chessington, KT9 1EA",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8712,"Cressida Pollock and Danny Luhde-Thompson - £5,000.00",,31/07/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5341,Laura Kyrke-Smith,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8712,,,,,,,PublishedInterest-Category_2.csv,,28/05/2024,Cash,for my election campaign,5000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),28/05/2024,,TRUE,Cressida Pollock and Danny Luhde-Thompson,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7680,"Labour Together Limited - £10,000.00",,04/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5037,Lola McEvoy,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7680,,,,,,,PublishedInterest-Category_2.csv,,,Cash,"to cover staffing, social media, literature or office costs for the General Election campaign",10000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Labour Together Limited,"Langley House Park Road, East Finchley, London N2 8EY",Company,Labour Together Limited,,9630980,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8529,"Chisholm Wallace - £2,000.00",,31/07/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,4358,Wendy Morton,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8529,,,,,,,PublishedInterest-Category_2.csv,,,Cash,for my general election campaign,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Chisholm Wallace,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9962,"Adam Management Holdings Limited - £5,000.00",,04/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5320,Adrian Ramsay,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9962,,,,,,,PublishedInterest-Category_2.csv,,,Cash,The donation was made to my constituency campaign but we were unable to use it and so it was passed on to the Green Party of England and Wales.,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Adam Management Holdings Limited,"1 Canada Square, London E14 5AA",Company,Adam Management Holdings Limited,,13453522,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8601,"Sarah Wakefield - £2,150.00",,31/07/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5250,Gideon Amos,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8601,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,2150,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Sarah Wakefield,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296,"Dominic Mathon - £1,250.00",,04/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5219,Mike Martin,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10296,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,1250,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Dominic Mathon,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10303,"Dominic Mathon - £20,000.00",,04/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5219,Mike Martin,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10303,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,20000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Dominic Mathon,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10432,"Antony Harris - £3,000.00",,04/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5219,Mike Martin,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10432,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,3000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Antony Harris,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389,"Trevor Chinn - £2,000.00",,01/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,4504,Wes Streeting,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10389,,,,,,,PublishedInterest-Category_2.csv,,28/05/2024,Cash,,2000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),28/05/2024,,TRUE,Trevor Chinn,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9861,"St Christopher's Inn Pub - £1,750.00",,03/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,4368,Neil Coyle,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9861,,,,,,,PublishedInterest-Category_2.csv,,18/07/2024,InKind,Bar tab and food provided for a thank-you party after the election. One other MP attended. The total amount is approximate,1750,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),18/07/2024,,FALSE,St Christopher's Inn Pub,"161-165, 165 Borough High St, London SE1 1HR",Company,St Christopher's Inn Pub,,10661826,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9663,"Duncan Greenland - £1,000.00",,02/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5070,Lisa Smart,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9663,,,,,,,PublishedInterest-Category_2.csv,,,Cash,for my general election campaign,1000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Duncan Greenland,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8998,"Medway Labour Group - £2,000.00",,02/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5298,Lauren Edwards,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8998,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Medway Labour Group,"73 Maidstone Road, Rochester ME1 1RL",Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8439,"UNISON - £1,946.97",,31/07/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5107,Linsey Farnsworth,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8439,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,1946.97,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,UNISON,"130 Euston Road, London NW1 2AY",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165,"Richard John Baker - £1,932.00",,04/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5217,Lloyd Hatton,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10165,,,,,,,PublishedInterest-Category_2.csv,,,InKind,In kind donation for franked postage of letters,1932,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Richard John Baker,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10083,"Gary Lubner - £11,250.00",,04/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5063,Johanna Baxter,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10083,,,,,,,PublishedInterest-Category_2.csv,,,Cash,To build capacity in my local area at the general election,11250,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Gary Lubner,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701,"Communication Workers Union - £4,000.00",,04/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5226,Michelle Welsh,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9701,,,,,,,PublishedInterest-Category_2.csv,,,Cash,For the general election campaign,4000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Communication Workers Union,"CWU, 150 The Broadway, Wimbledon SW19 1RX",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131,"GMB - £3,000.00",,04/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5095,Kirith Entwistle,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10131,,,,,,,PublishedInterest-Category_2.csv,,04/06/2024,Cash,,3000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),04/06/2024,,TRUE,GMB,"Mary Turner House, 22 Stephenson Way, London, NW12HD",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140,"USDAW - £5,000.00",,04/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5095,Kirith Entwistle,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10140,,,,,,,PublishedInterest-Category_2.csv,,31/12/2023,Cash,,5000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),31/12/2023,,TRUE,USDAW,"Quays, Voyager Building, 2 Furness Quay, Salford, M50 3XZ",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9683,"Romiley Liberal Club and Hall Company Ltd - £10,000.00",,02/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5070,Lisa Smart,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9683,,,,,,,PublishedInterest-Category_2.csv,,,Cash,for my general election campaign,10000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Romiley Liberal Club and Hall Company Ltd,"17 Chapel Street, Hyde SK14 1LF",Company,Romiley Liberal Club and Hall Company Ltd,,120011,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9252,"Tom Kilroy - £2,000.00",,02/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5346,Calum Miller,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9252,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Tom Kilroy,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9278,"Rob Blackie Digital Strategy Ltd - £2,000.00",,02/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5083,Bobby Dean,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9278,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Rob Blackie Digital Strategy Ltd,"53 Brantwood Road, London SE24 0DH",Company,Rob Blackie Digital Strategy Ltd,,10561990,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9430,"Dominic Church - £4,000.00",,02/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,5132,Liam Conlon,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9430,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,4000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Dominic Church,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9618,"Area Properties Ltd - £3,000.00",,02/08/2024,04/08/2024,,Donations and other support (including loans) for activities as an MP,4005,Bob Blackman,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9618,,,,,,,PublishedInterest-Category_2.csv,,,Cash,donation paid to Harrow East Conservative Association to fighting fund for general election,3000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Area Properties Ltd,"c/o Mercer & Hole Trinity Court Church Street, Rickmansworth WD3 1RT",Company,Area Properties Ltd,,462299,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
