ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,JobTitle,StartDate,EndDate,IsUntilFurtherNotice,PayerName,PayerIsPrivateIndividual,IsPaidAsDirectorOfPayer,PayerNatureOfBusiness,PayerPublicAddress,HasSoughtAcobaAdvice,Link,Updated_2,Updated_3,Updated_4,Updated_5,Updated_6,Updated_7,source_file,PaymentReceived,ReceivedDate,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,RegularityOfPayment,PeriodForHoursWorked,DonationSource,AcceptedDate,ReceivedEndDate,IsSoleBeneficiary,DonorName,DonorPublicAddress,DonorStatus,DonorCompanyName,DonorCompanyUrl,DonorCompanyIdentifier,DonorCompanyIdentifierSource,DonorTrustDetails,DonorOtherDetails,Appg,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,VisitLocations_Country_2,VisitLocations_Destination_2,VisitLocations_Country_3,VisitLocations_Destination_3,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5,IsSoleOwner,Location,PropertyDescription,PropertyOwnerDetails,RentalIncomeDetails,RentalIncomeStartDate,RentalIncomeEndDate,NumberOfProperties,IsLand,IsAnyRentalIncomePaidToAnotherPerson,Country,LandUse,PropertyType,ShareholdingThreshold,RegistrableDate,OrganisationName,OrganisationDescription,HeldOnBehalfOf,ManagedBy,AroseOn,Description,MiscellaneousInterestType,Year
10561,Polling Consultant - Labour Party,,27/08/2024,02/09/2024,,Employment and earnings,5118,Chris Curtis,Polling Consultant,01/01/2024,04/07/2024,TRUE,Labour Party,FALSE,FALSE,,"20 Rushworth St, London SE1 0SS",,https://interests-api.parliament.uk/api/v1/Interests/10561,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10573,Legal services provided before my election to Parliament - Deka Chambers,,28/08/2024,02/09/2024,,Employment and earnings,5082,Jake Richards,Legal services provided before my election to Parliament,,,FALSE,Deka Chambers,FALSE,FALSE,Barrister Chambers,"5 Norwich Street, London EC4A 1DR",,https://interests-api.parliament.uk/api/v1/Interests/10573,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7978,Councillor - Ealing Council,,03/08/2024,02/09/2024,23/08/2024,Employment and earnings,5193,Callum Anderson,Councillor,06/06/2022,23/08/2024,TRUE,Ealing Council,FALSE,FALSE,,"Perceval House, 14-16 Uxbridge Road, London W5 2HL",,https://interests-api.parliament.uk/api/v1/Interests/7978,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6102,Local Government Councillor - The Moray Council,,11/07/2024,02/09/2024,20/08/2024,Employment and earnings,5277,Graham Leadbitter,Local Government Councillor,,13/08/2024,TRUE,The Moray Council,FALSE,FALSE,,"High Street, Elgin IV30 1BX",,https://interests-api.parliament.uk/api/v1/Interests/6102,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6541,Councillor - Devon County Council,,02/08/2024,30/08/2024,29/08/2024,Employment and earnings,5111,Martin Wrigley,Councillor,,01/05/2025,TRUE,Devon County Council,FALSE,FALSE,,"County Hall, Topsham Road, Exeter, Devon EX2 4QD",,https://interests-api.parliament.uk/api/v1/Interests/6541,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7901,Councillor - Essex County Council,,31/07/2024,30/08/2024,,Employment and earnings,5073,Marie Goldman,Councillor,,,FALSE,Essex County Council,FALSE,FALSE,,"County Hall, 19 Market Road, Chelmsford CM1 1QH",,https://interests-api.parliament.uk/api/v1/Interests/7901,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6538,Councillor - Teignbridge district council,,02/08/2024,30/08/2024,29/08/2024,Employment and earnings,5111,Martin Wrigley,Councillor,,,FALSE,Teignbridge district council,FALSE,FALSE,,"Forde house, Brunel Rd, Newton Abbot TQ12 4XX",,https://interests-api.parliament.uk/api/v1/Interests/6538,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10412,Introducer - Paykage UK Limited,,12/08/2024,06/08/2024,,Employment and earnings,4074,Mark Garnier,Introducer,,,FALSE,Paykage UK Limited,FALSE,FALSE,Financial intermediary,"73 Cornhill, London EC3V 3QQ",,https://interests-api.parliament.uk/api/v1/Interests/10412,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9829,Non-executive director - Wrekin Housing Group,,03/08/2024,04/08/2024,16/12/2024,Employment and earnings,5041,Shaun Davies,Non-executive director,,18/12/2024,TRUE,Wrekin Housing Group,FALSE,TRUE,Registered Social Landlord,"Colliers Way, Old Park, Telford TF3 4AW",,https://interests-api.parliament.uk/api/v1/Interests/9829,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8141,"Professor of International Relations, School of International Relations, and Assistant Vice-Principal International, University of St Andrews - University of St Andrews",,30/07/2024,04/08/2024,16/12/2024,Employment and earnings,4434,Stephen Gethins,"Professor of International Relations, School of International Relations, and Assistant Vice-Principal International, University of St Andrews",,31/10/2024,TRUE,University of St Andrews,FALSE,FALSE,University,"North Street, St Andrews",,https://interests-api.parliament.uk/api/v1/Interests/8141,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7640,Employee - University of Southampton,,29/07/2024,04/08/2024,,Employment and earnings,5270,Darren Paffey,Employee,,04/07/2024,TRUE,University of Southampton,FALSE,FALSE,Higher Education,"University Road, Southampton SO17 1BJ",,https://interests-api.parliament.uk/api/v1/Interests/7640,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7105,medical practice - Premex,,25/07/2024,04/08/2024,,Employment and earnings,5163,Peter Prinsley,medical practice,19/07/2024,,FALSE,Premex,FALSE,FALSE,medical report agent,,,https://interests-api.parliament.uk/api/v1/Interests/7105,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8907,Member of Plymouth City Council - Plymouth City Council,,01/08/2024,04/08/2024,,Employment and earnings,5301,Rebecca Smith,Member of Plymouth City Council,,,FALSE,Plymouth City Council,FALSE,FALSE,,"Ballard House, West Hoe Road, Plymouth PL1 3BJ",,https://interests-api.parliament.uk/api/v1/Interests/8907,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9003,Company Director - Open Door Property Holidays Ltd,,01/08/2024,04/08/2024,,Employment and earnings,5047,James Naish,Company Director,,,FALSE,Open Door Property Holidays Ltd,FALSE,TRUE,Property management,"Office 5 Rec 2, Retford Enterprise Centre, Randall Way, Retford, DN22 7GR",FALSE,https://interests-api.parliament.uk/api/v1/Interests/9003,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9909,Executive Director - Talking Transformation Limited,,03/08/2024,04/08/2024,,Employment and earnings,5078,Pippa Heylings,Executive Director,,30/07/2024,TRUE,Talking Transformation Limited,TRUE,TRUE,"Small consultancy business specialising in facilitation and conflict management on environmental, climate change and sustainability issues, mainly international work, bringing together multiple actors from different sectors to reach agreements.",,,https://interests-api.parliament.uk/api/v1/Interests/9909,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8847,"Work as as consultant delivering international governance aid programmes for democratic activists in Belarus, Kosovo and Serbia. - National Democratic Institute",,01/08/2024,04/08/2024,,Employment and earnings,5076,Blair McDougall,"Work as as consultant delivering international governance aid programmes for democratic activists in Belarus, Kosovo and Serbia.",15/02/2024,02/04/2024,TRUE,National Democratic Institute,FALSE,FALSE,An organisation for the delivery of governance aid internationally by various Western Governments.,"455 Massachusetts Ave, NW, 8th Floor  Washington, DC 20001-2621",,https://interests-api.parliament.uk/api/v1/Interests/8847,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7108,Speaking engagement - Labour North West,,01/08/2024,04/08/2024,,Employment and earnings,4046,Bridget Phillipson,Speaking engagement,,,FALSE,Labour North West,FALSE,FALSE,Labour North West regional party,"Rutherford House, Floor 2, Suite 6B Warrington Road, Birchwood WA3 6ZH",FALSE,https://interests-api.parliament.uk/api/v1/Interests/7108,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7153,Councillor - Norwich City Council,,25/07/2024,04/08/2024,,Employment and earnings,5163,Peter Prinsley,Councillor,,,FALSE,Norwich City Council,FALSE,FALSE,,"Norwich City Hall, St Peters St, Norwich NR2 1NH",,https://interests-api.parliament.uk/api/v1/Interests/7153,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8538,Television appearance - Middlesex Broadcasting Corporation,,31/07/2024,04/08/2024,,Employment and earnings,146,Barry Gardiner,Television appearance,,,FALSE,Middlesex Broadcasting Corporation,FALSE,FALSE,Broadcasting Corporation,"1 Stanley House, Stanley Avenue, Wembley HA0 4JB",,https://interests-api.parliament.uk/api/v1/Interests/8538,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8713,Councillor - Cornwall Council,,04/08/2024,04/08/2024,,Employment and earnings,227,Andrew George,Councillor,,01/05/2025,TRUE,Cornwall Council,FALSE,FALSE,Local authority,"County Hall, Truro, Kernow TR1 2EY",,https://interests-api.parliament.uk/api/v1/Interests/8713,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9849,Employee - LSEG plc,,03/08/2024,04/08/2024,,Employment and earnings,5193,Callum Anderson,Employee,,05/07/2024,TRUE,LSEG plc,FALSE,FALSE,,"10 Paternoster Square, London, EC4M 7LS",,https://interests-api.parliament.uk/api/v1/Interests/9849,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8839,"Work as consultant delivering international aid programmes. - East West Management Institute, Georgia.",,01/08/2024,04/08/2024,,Employment and earnings,5076,Blair McDougall,Work as consultant delivering international aid programmes.,17/03/2024,22/03/2024,TRUE,"East West Management Institute, Georgia.",FALSE,FALSE,Organisation for managing and delivering governance and development aid.,"PQ5V+6HF, Kote Marjanishvili St, Tbilisi, Georgia.",,https://interests-api.parliament.uk/api/v1/Interests/8839,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8631,Devon County Councillor - Devon County Council,,01/08/2024,04/08/2024,,Employment and earnings,5138,Ian Roome,Devon County Councillor,,,FALSE,Devon County Council,FALSE,FALSE,County Council,"Devon County Council, Topsham Road County Hall, Exeter EX2 4QD",,https://interests-api.parliament.uk/api/v1/Interests/8631,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8550,Director - Alpha Eye Clinic LTD,,31/07/2024,04/08/2024,,Employment and earnings,5120,Shockat Adam,Director,,,FALSE,Alpha Eye Clinic LTD,FALSE,TRUE,Ophthalmology services,S11 The Atkins Building lower Bond Street  Hinckley LE10 1QU,,https://interests-api.parliament.uk/api/v1/Interests/8550,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8350,Councillor - Breckland Council,,31/07/2024,04/08/2024,,Employment and earnings,5338,Terry Jermy,Councillor,,,FALSE,Breckland Council,FALSE,FALSE,,"Elizabeth House, Walpole Loke, Dereham, Norfolk NR19 1EE",,https://interests-api.parliament.uk/api/v1/Interests/8350,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8832,Regional Lead Peer - Local Government Association,,02/08/2024,04/08/2024,,Employment and earnings,5070,Lisa Smart,Regional Lead Peer,,08/07/2024,TRUE,Local Government Association,FALSE,FALSE,,"18 Smith Square, London SW1P 3HZ",,https://interests-api.parliament.uk/api/v1/Interests/8832,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9945,Councillor in LB Tower Hamlets - LB Tower Hamlets,,03/08/2024,04/08/2024,,Employment and earnings,5257,Rachel Blake,Councillor in LB Tower Hamlets,,26/07/2024,TRUE,LB Tower Hamlets,FALSE,FALSE,Local Authority,"Tower Hamlets Town Hall, Whitechapel Road, E1",,https://interests-api.parliament.uk/api/v1/Interests/9945,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8817,Special responsibility allowance as an elected councillor - Greater Manchester Combined Authority,,02/08/2024,04/08/2024,,Employment and earnings,5070,Lisa Smart,Special responsibility allowance as an elected councillor,,02/05/2024,TRUE,Greater Manchester Combined Authority,FALSE,FALSE,,"56 Oxford Street, Manchester",,https://interests-api.parliament.uk/api/v1/Interests/8817,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8883,Self-employed barrister - Government Legal Department (Secretary of State for Levelling Up Housing and Communities),,01/08/2024,04/08/2024,,Employment and earnings,5204,Sarah Sackman,Self-employed barrister,,24/05/2024,TRUE,Government Legal Department (Secretary of State for Levelling Up Housing and Communities),FALSE,FALSE,Government legal work,"102 Petty France, London SW1H 9GL",,https://interests-api.parliament.uk/api/v1/Interests/8883,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8301,Appearances on Politics Hub television programme - Sky UK Limited,,30/07/2024,04/08/2024,,Employment and earnings,5060,Josh Simons,Appearances on Politics Hub television programme,,05/07/2024,TRUE,Sky UK Limited,FALSE,FALSE,Broadcaster,"Grant Way, Isleworth, London TW7 5QD",,https://interests-api.parliament.uk/api/v1/Interests/8301,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9710,Gedling Borough Councillor - Gedling Borough Council,,02/08/2024,04/08/2024,,Employment and earnings,5226,Michelle Welsh,Gedling Borough Councillor,,,FALSE,Gedling Borough Council,FALSE,FALSE,Local Government,"Civic Centre. Arnot Hill Park, Nottingham Road, Arnold, Nottingham NG5 6LU",,https://interests-api.parliament.uk/api/v1/Interests/9710,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8304,Director - Shu Investments Ltd,,31/07/2024,04/08/2024,,Employment and earnings,5120,Shockat Adam,Director,04/07/2022,,FALSE,Shu Investments Ltd,FALSE,TRUE,Investment Company,"S11 The Atkins Building, Lower Bond Street, Hinkley LE10 1QU",,https://interests-api.parliament.uk/api/v1/Interests/8304,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8641,Member of Devon and Somerset Fire Authority - Devon and Somerset Fire & Rescue Authority,,01/08/2024,04/08/2024,,Employment and earnings,5138,Ian Roome,Member of Devon and Somerset Fire Authority,,,FALSE,Devon and Somerset Fire & Rescue Authority,FALSE,FALSE,,"Service HQ, The Knowle, Clyst St George, Exeter EX3 0NW",,https://interests-api.parliament.uk/api/v1/Interests/8641,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9502,Consultant Solicitor - Fox Whitfield,,02/08/2024,04/08/2024,,Employment and earnings,5324,Mrs Sarah Russell,Consultant Solicitor,,,FALSE,Fox Whitfield,FALSE,FALSE,Specialist employment law firm,"Unit 10, Wealden Forest Park, Herne Common, Herne Bay, Kent CT6 7QL",,https://interests-api.parliament.uk/api/v1/Interests/9502,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9158,Sole director and shareholder - What'sNextCommunicationsLTD,,01/08/2024,04/08/2024,,Employment and earnings,5109,Chris Bloore,Sole director and shareholder,,,FALSE,What'sNextCommunicationsLTD,FALSE,TRUE,Consultancy firm offering training and communications services.,"9 Bridge Street, Walton-On-Thames KT12 1AE",,https://interests-api.parliament.uk/api/v1/Interests/9158,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7360,Councillor - Medway Council,,04/08/2024,04/08/2024,,Employment and earnings,5215,Naushabah Khan,Councillor,,,FALSE,Medway Council,FALSE,FALSE,,"Gun Wharf, Dock Road, Chatham ME4 4TR",,https://interests-api.parliament.uk/api/v1/Interests/7360,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7757,Employee - Prospect,,29/07/2024,04/08/2024,,Employment and earnings,5243,Andrew Pakes,Employee,,05/07/2024,TRUE,Prospect,FALSE,FALSE,Trade union,"New Prospect House, 8 Leake Street, London SE1 7NN",,https://interests-api.parliament.uk/api/v1/Interests/7757,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8071,Party Representative - London Councils,,02/08/2024,04/08/2024,,Employment and earnings,5083,Bobby Dean,Party Representative,18/07/2023,17/07/2024,TRUE,London Councils,FALSE,FALSE,Representative body of local authorities,"59 ½ Southwark Street, London SE1 0AL",,https://interests-api.parliament.uk/api/v1/Interests/8071,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9835,Consultant - Clarity Legal Ltd,,04/08/2024,04/08/2024,,Employment and earnings,5231,Mr Adnan Hussain,Consultant,,,FALSE,Clarity Legal Ltd,FALSE,FALSE,Rental company,"Unit 16A, Fort St, Blackburn BB1 5DP",,https://interests-api.parliament.uk/api/v1/Interests/9835,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8454,Director - PE487 Ltd,,31/07/2024,04/08/2024,,Employment and earnings,5158,Rupert Lowe,Director,,,FALSE,PE487 Ltd,FALSE,TRUE,Freeze drying pharma related business,"Biopharma House, Winnall Valley Road, Winchester, S023 0OL",,https://interests-api.parliament.uk/api/v1/Interests/8454,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9233,Speaking engagement - AZ Liberty Network,,04/08/2024,04/08/2024,,Employment and earnings,5091,Nigel Farage,Speaking engagement,,,FALSE,AZ Liberty Network,FALSE,FALSE,,1835 E Elliot Road Suite 102 Tempe 85284,,https://interests-api.parliament.uk/api/v1/Interests/9233,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7074,Councillor - Isle of Wight Council,,01/08/2024,04/08/2024,,Employment and earnings,5255,Joe Robertson,Councillor,,,FALSE,Isle of Wight Council,FALSE,FALSE,Local Authority,"County Hall, Newport, Isle of Wight",,https://interests-api.parliament.uk/api/v1/Interests/7074,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8072,Councillor - Leeds City Council,,29/07/2024,04/08/2024,,Employment and earnings,5166,Mark Sewards,Councillor,,,FALSE,Leeds City Council,FALSE,FALSE,,"Calverley Street, Leeds LS1 1UR",,https://interests-api.parliament.uk/api/v1/Interests/8072,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8440,Adviser (Science & Technology) at GHGSat Limited - GHGSat Limited,,31/07/2024,04/08/2024,23/10/2024,Employment and earnings,4020,George Freeman,Adviser (Science & Technology) at GHGSat Limited,24/04/2024,,FALSE,GHGSat Limited,FALSE,FALSE,"A private sector company that uses its own satellites and aircraft sensors to measure greenhouse gas emissions directly from industrial sites, providing actionable insights to help businesses monitor, manage, and reduce their emissions.","Albert House, 256-260 Old Street, London EC1V 9DD UK.",TRUE,https://interests-api.parliament.uk/api/v1/Interests/8440,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9012,Employee - Unilever UK,,01/08/2024,04/08/2024,,Employment and earnings,5192,Helena Dollimore,Employee,,05/07/2024,TRUE,Unilever UK,FALSE,FALSE,,"100 Victoria Embankment, London",,https://interests-api.parliament.uk/api/v1/Interests/9012,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
